"","x"
"234",58.7401006343867
"235",89.7250976208917
"236",90.7909621897034
"237",67.1399267931732
"238",72.1623953167976
"239",61.814189202349
"240",50.1583244026213
"241",65.6171866337109
"242",69.4255319393342
"243",51.9754912041866
"244",55.9250519271449
"245",70.3841296497639
"246",52.7258765068876
"247",97.2305683145493
"248",57.3774055489099
"249",76.584251847942
"250",61.0534619762933
"251",97.1808563188418
"252",52.0239910175752
"253",60.5387455346632
"254",97.8877843727335
"255",64.2771577880851
"256",55.4378481255987
"257",82.6940410191474
"258",98.6425824465253
"259",73.0904946915118
"260",95.3122642283688
"261",77.6329608298947
"262",67.3793747568712
"263",82.6994127730702
"264",65.5704717205609
"265",95.8221762918054
"266",73.1372066451719
"267",73.5703218195574
"268",67.7643139711566
"269",69.4766730007923
"270",63.1229715495407
"271",61.3135576287088
"272",85.8639704905742
"273",94.5284762290704
"274",74.069899883676
"275",76.1930768963327
"276",92.0150841068999
"277",68.599754589796
"278",66.782224089898
"279",95.2461151015853
"280",70.4500497395788
"281",76.5407245406478
"282",93.7033971496003
"283",85.0546018954495
"284",85.4266249850504
"285",80.5562033470133
"286",69.3473634724488
"287",95.1057348008644
"288",97.0528141136428
"289",54.9097634499607
"290",74.450539674327
"291",60.1583342021603
"292",63.3110395822888
"293",87.7642440905554
"294",60.4419364622271
"295",99.9168537791947
"296",98.4571787278809
"297",83.2999211498358
"298",99.4578673249447
"299",87.1897401597888
"300",67.3076285854283
"301",82.2182693337077
"302",90.4556121480203
"303",82.5608890658168
"304",59.5363453352754
"305",95.7848396803087
"306",57.9509688632799
"307",78.1833509204254
"308",90.6744726059808
"309",62.6139632143915
"310",55.861329922391
"311",86.4995586279762
"312",89.3554911505193
"313",70.3868805982414
"314",93.1428435312344
"315",98.9891597231234
"316",80.0896889811996
"317",60.6017366207798
"318",82.3581151358023
"319",80.4783590991445
"320",92.4164200364957
"321",89.7668473921351
"322",87.6222257509529
"323",94.2918991658108
"324",88.041526570133
"325",91.7558970559538
"326",52.3678547258252
"327",63.3772330849121
"328",70.8582106285287
"329",63.2773050237538
"330",77.1532989012748
"331",81.9950627828814
"332",61.5046199280771
"333",71.899899877015
"334",80.6689307288504
"335",64.0613157112686
"336",82.5159503768724
"337",54.2986940259143
"338",74.4827846875934
"339",58.3493100245656
"340",66.4353352594313
"341",81.5705815033007
"342",60.9741700373387
"343",57.6633251934814
"344",97.2960440256772
"345",86.2218408292966
"346",63.7646812842454
"347",95.8090976906366
"348",98.0320434989395
"349",98.0239695120718
"350",60.9942306692658
"351",53.0152069739629
"352",64.9455872562058
"353",78.7524600275855
"354",85.8373978528181
"355",83.3991131605304
"356",89.7563416727166
"357",89.3768290546771
"358",88.4650734592847
"359",51.8596970562972
"360",88.4901664346592
"361",79.9086293663267
"362",76.3707618457877
"363",52.6500647727144
"364",63.5327320898885
"365",96.61901914317
"366",76.2814629110492
"367",64.8094978810313
"368",91.5431513243605
"369",65.0718272391064
"370",51.1222358342919
"371",78.3634208146016
"372",80.869117480006
"373",67.2900955212646
"374",96.0715617903248
"375",73.9697578934489
"376",62.9965825303172
"377",83.8231791394673
"378",67.1449756685873
"379",88.1543772132563
"380",61.0985199870256
"381",63.7946202587578
"382",68.4597448775778
"383",72.8114069784747
"384",82.6834956882541
"385",61.3657907853487
"386",86.7896467555368
"387",87.8219333522318
"388",84.6685761977608
"389",74.2273776561204
"390",77.4983863135493
"391",91.0651070083794
"392",53.4436729176193
"393",55.2998283477605
"394",61.6967290474006
"395",66.446274092028
"396",85.3404592677831
"397",50.4163208584141
"398",96.1902436402513
"399",73.8103664620864
"400",60.7802657511903
"401",60.0728984493621
"402",65.4011073060256
"403",55.163878066366
"404",60.2255832435823
"405",92.8318455426924
"406",54.0481987528147
"407",62.8961087809417
"408",74.1844377917418
"409",95.150660131011
"410",74.771710516141
"411",84.8845118451391
"412",99.1964761418636
"413",77.2039379244336
"414",68.1648607912206
"415",73.4840275116147
"416",52.7828432512317
"417",83.1847875341487
"418",56.6300630935081
"419",80.1415160081634
"420",66.8073868228182
"421",70.0212466180137
"422",76.9042412791349
"423",74.6458587943651
"424",88.2165462443852
"425",84.2197015363953
"426",72.1631904236351
"427",59.3700402633276
"428",93.7697241773766
"429",74.1006283922589
"430",54.1617299564073
"431",58.5321084738211
"432",80.2681849849646
"433",66.6020629097038
"434",76.4675299343543
"435",83.6754222618019
"436",68.8737317761731
"437",95.4607199801919
"438",68.9978302075586
"439",95.5761145216498
"440",90.6491100792491
"441",83.1387913124373
"442",55.8889006898334
"443",52.7666737652346
"444",60.8986897332996
"445",82.8649725618818
"446",73.042617118699
"447",94.53976364518
"448",95.3215887820675
"449",80.036117563139
"450",54.9488106292812
"451",50.2992792402546
"452",86.4854818019701
"453",98.9634833949285
"454",52.5827140939974
"455",70.6621027529326
"456",82.132321815174
"457",63.1878943818323
"458",57.0902863181945
"459",52.7428110965107
"460",72.1236681151425
"461",99.9547322800014
"462",93.8050058558282
"463",58.6981893068724
"464",90.786699925524
"465",66.9107807612872
"466",74.0068666604913
"467",97.7845327031963
"468",71.1292122393648
"469",55.5593737096907
"470",72.7144174179221
"471",92.468347609863
"472",93.1576546893368
"473",60.4371210945209
"474",60.9021207835555
"475",75.0423511148053
"476",60.3214935395009
"477",87.4268774738636
"478",99.2561008362445
"479",69.9203620812302
"480",65.7037304821244
"481",72.970814543401
"482",72.3850761883004
"483",88.5567249167034
"484",75.8021738844946
"485",76.5583704149312
"486",91.920194438528
"487",93.861522795344
"488",87.7479765751915
"489",95.4136554346091
"490",56.0723744807203
"491",53.4655845164586
"492",62.9339963472647
"493",90.4153879290274
"494",59.2092186152612
"495",89.9826783427552
"496",84.348535410833
"497",75.1075824567474
"498",51.249477234191
